ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
30349;confirm GDPR;2021-12-02 02:08:50  +00:00;Trace 5119;Peter;x;1
30350;confirmed GDPR;2021-12-02 03:52:27  +00:00;Trace 5119;Peter;x;1
30351;notify recruiter;2021-12-02 05:48:21  +00:00;Trace 5119;Peter;x;1
30352;review application;2021-12-02 07:28:01  +00:00;Trace 5119;Peter;x;1
30353;schedule interview and send invitation;2021-12-02 08:46:24  +00:00;Trace 5119;Peter;x;1
30354;await answer;2021-12-02 10:25:46  +00:00;Trace 5119;Peter;x;1, 5
30355;receive application;2021-12-02 00:07:28  +00:00;Trace 5120;Hans;x;1
30356;confirm GDPR;2021-12-02 01:30:19  +00:00;Trace 5120;Hans;x;1
30357;declined GDPR;2021-12-02 03:11:14  +00:00;Trace 5120;Hans;x;1, 5
30358;receive application;2021-12-02 00:09:54  +00:00;Trace 5121;Peter;x;1
30359;confirm GDPR;2021-12-02 01:11:57  +00:00;Trace 5121;Peter;x;1
30360;declined GDPR;2021-12-02 03:11:13  +00:00;Trace 5121;Peter;x;1, 5
30361;receive application;2021-12-02 00:31:00  +00:00;Trace 5122;Peter;x;1
30362;confirm GDPR;2021-12-02 02:26:52  +00:00;Trace 5122;Peter;x;1
30363;confirmed GDPR;2021-12-02 04:08:18  +00:00;Trace 5122;Peter;x;1
30364;notify recruiter;2021-12-02 05:08:25  +00:00;Trace 5122;Peter;x;1
30365;review application;2021-12-02 06:15:49  +00:00;Trace 5122;Peter;x;1
30366;schedule interview and send invitation;2021-12-02 07:51:30  +00:00;Trace 5122;Peter;x;1
30367;await answer;2021-12-02 08:59:03  +00:00;Trace 5122;Peter;x;1, 5
30368;hold intervierw;2021-12-02 10:56:16  +00:00;Trace 5122;Peter;x;1
30369;"reject application/
ask for permission to save data";2021-12-02 12:15:41  +00:00;Trace 5122;Peter;x;1
30370;await answer;2021-12-02 14:02:44  +00:00;Trace 5122;Peter;x;1, 5
30371;"receive permission/
save data";2021-12-02 15:59:41  +00:00;Trace 5122;Peter;x;1, 5
30372;receive application;2021-12-02 00:26:44  +00:00;Trace 5123;Hans;x;1
30373;confirm GDPR;2021-12-02 01:32:37  +00:00;Trace 5123;Hans;x;1
30374;declined GDPR;2021-12-02 02:55:05  +00:00;Trace 5123;Hans;x;1, 5
30375;receive application;2021-12-02 00:32:46  +00:00;Trace 5124;Julian;x;1
30376;confirm GDPR;2021-12-02 02:16:07  +00:00;Trace 5124;Julian;x;1
30377;confirmed GDPR;2021-12-02 03:44:21  +00:00;Trace 5124;Julian;x;1
30378;notify recruiter;2021-12-02 04:52:38  +00:00;Trace 5124;Julian;x;1
30379;review application;2021-12-02 06:02:35  +00:00;Trace 5124;Julian;x;1
30380;schedule interview and send invitation;2021-12-02 07:23:00  +00:00;Trace 5124;Julian;x;1
30381;await answer;2021-12-02 08:41:17  +00:00;Trace 5124;Julian;x;1, 5
30382;hold intervierw;2021-12-02 09:52:38  +00:00;Trace 5124;Julian;x;1
30383;receive application;2021-12-02 00:30:33  +00:00;Trace 5125;Julian;x;1
30384;confirm GDPR;2021-12-02 02:30:01  +00:00;Trace 5125;Julian;x;1
30385;declined GDPR;2021-12-02 03:47:58  +00:00;Trace 5125;Julian;x;1, 5
30386;receive application;2021-12-02 00:06:16  +00:00;Trace 5126;Hans;x;1
30387;confirm GDPR;2021-12-02 01:59:37  +00:00;Trace 5126;Hans;x;1
30388;declined GDPR;2021-12-02 03:11:00  +00:00;Trace 5126;Hans;x;1, 5
30389;receive application;2021-12-01 23:53:36  +00:00;Trace 5127;Hans;x;1
30390;confirm GDPR;2021-12-02 01:52:24  +00:00;Trace 5127;Hans;x;1
30391;declined GDPR;2021-12-02 03:13:00  +00:00;Trace 5127;Hans;x;1, 5
30392;receive application;2021-12-02 00:11:32  +00:00;Trace 5128;Julian;x;1
30393;confirm GDPR;2021-12-02 01:49:19  +00:00;Trace 5128;Julian;x;1
30394;confirmed GDPR;2021-12-02 02:52:20  +00:00;Trace 5128;Julian;x;1
30395;notify recruiter;2021-12-02 04:32:04  +00:00;Trace 5128;Julian;x;1
30396;review application;2021-12-02 06:12:20  +00:00;Trace 5128;Julian;x;1
30397;schedule interview and send invitation;2021-12-02 07:13:07  +00:00;Trace 5128;Julian;x;1
30398;await answer;2021-12-02 08:15:21  +00:00;Trace 5128;Julian;x;1, 5
30399;receive application;2021-12-02 00:16:40  +00:00;Trace 5129;Julian;x;1
30400;confirm GDPR;2021-12-02 01:43:10  +00:00;Trace 5129;Julian;x;1
30401;declined GDPR;2021-12-02 03:06:22  +00:00;Trace 5129;Julian;x;1, 5
30402;receive application;2021-12-02 00:21:37  +00:00;Trace 5130;Julian;;
30403;confirm GDPR;2021-12-02 02:04:51  +00:00;Trace 5130;Julian;;
30404;confirmed GDPR;2021-12-02 03:37:40  +00:00;Trace 5130;Julian;;
30405;notify recruiter;2021-12-02 05:04:13  +00:00;Trace 5130;Julian;;
30406;review application;2021-12-02 06:50:30  +00:00;Trace 5130;Julian;;
30407;delete data of applicant;2021-12-02 08:44:24  +00:00;Trace 5130;Julian;;
30408;receive application;2021-12-02 00:03:03  +00:00;Trace 5131;Hans;x;1
30409;confirm GDPR;2021-12-02 01:10:31  +00:00;Trace 5131;Hans;x;1
30410;declined GDPR;2021-12-02 03:03:21  +00:00;Trace 5131;Hans;x;1, 5
30411;receive application;2021-12-01 23:59:56  +00:00;Trace 5132;Hans;x;1
30412;confirm GDPR;2021-12-02 01:57:00  +00:00;Trace 5132;Hans;x;1
30413;declined GDPR;2021-12-02 03:11:34  +00:00;Trace 5132;Hans;x;1, 5
30414;receive application;2021-12-01 23:56:06  +00:00;Trace 5133;Peter;x;1
30415;confirm GDPR;2021-12-02 01:27:08  +00:00;Trace 5133;Peter;x;1
30416;declined GDPR;2021-12-02 03:27:00  +00:00;Trace 5133;Peter;x;1, 5
30417;receive application;2021-12-02 00:07:28  +00:00;Trace 5134;Hans;x;1
30418;confirm GDPR;2021-12-02 01:35:18  +00:00;Trace 5134;Hans;x;1
30419;confirmed GDPR;2021-12-02 02:54:12  +00:00;Trace 5134;Hans;x;1
30420;notify recruiter;2021-12-02 04:16:55  +00:00;Trace 5134;Hans;x;1
30421;review application;2021-12-02 05:41:26  +00:00;Trace 5134;Hans;x;1
30422;schedule interview and send invitation;2021-12-02 06:53:47  +00:00;Trace 5134;Hans;x;1
30423;await answer;2021-12-02 08:26:11  +00:00;Trace 5134;Hans;x;1, 5
30424;receive application;2021-12-02 00:24:02  +00:00;Trace 5135;Hans;x;1
30425;confirm GDPR;2021-12-02 01:32:39  +00:00;Trace 5135;Hans;x;1
30426;confirmed GDPR;2021-12-02 03:32:39  +00:00;Trace 5135;Hans;x;1
30427;notify recruiter;2021-12-02 04:41:55  +00:00;Trace 5135;Hans;x;1
30428;review application;2021-12-02 06:05:38  +00:00;Trace 5135;Hans;x;1
30429;schedule interview and send invitation;2021-12-02 07:49:53  +00:00;Trace 5135;Hans;x;1
30430;await answer;2021-12-02 09:08:38  +00:00;Trace 5135;Hans;x;1, 5
30431;hold intervierw;2021-12-02 10:58:48  +00:00;Trace 5135;Hans;x;1
30432;"reject application/
ask for permission to save data";2021-12-02 12:10:10  +00:00;Trace 5135;Hans;x;1
30433;await answer;2021-12-02 13:50:49  +00:00;Trace 5135;Hans;x;1, 5
30434;"receive permission/
save data";2021-12-02 15:27:45  +00:00;Trace 5135;Hans;x;1, 5
30435;receive application;2021-12-02 00:18:15  +00:00;Trace 5136;Peter;;
30436;confirm GDPR;2021-12-02 01:19:14  +00:00;Trace 5136;Peter;;
30437;confirmed GDPR;2021-12-02 02:51:04  +00:00;Trace 5136;Peter;;
30438;notify recruiter;2021-12-02 03:57:05  +00:00;Trace 5136;Peter;;
30439;review application;2021-12-02 05:04:59  +00:00;Trace 5136;Peter;;
30440;delete data of applicant;2021-12-02 07:04:12  +00:00;Trace 5136;Peter;;
30441;receive application;2021-12-01 23:40:56  +00:00;Trace 5137;Peter;x;1
30442;confirm GDPR;2021-12-02 00:41:25  +00:00;Trace 5137;Peter;x;1
30443;confirmed GDPR;2021-12-02 02:34:12  +00:00;Trace 5137;Peter;x;1
30444;notify recruiter;2021-12-02 04:32:28  +00:00;Trace 5137;Peter;x;1
30445;review application;2021-12-02 06:10:32  +00:00;Trace 5137;Peter;x;1
30446;schedule interview and send invitation;2021-12-02 07:26:14  +00:00;Trace 5137;Peter;x;1
30447;await answer;2021-12-02 09:01:42  +00:00;Trace 5137;Peter;x;1, 5
30448;receive application;2021-12-02 00:28:51  +00:00;Trace 5138;Peter;x;1
30449;confirm GDPR;2021-12-02 01:44:38  +00:00;Trace 5138;Peter;x;1
30450;declined GDPR;2021-12-02 02:55:53  +00:00;Trace 5138;Peter;x;1, 5
30451;receive application;2021-12-02 00:05:33  +00:00;Trace 5139;Peter;;
30452;confirm GDPR;2021-12-02 01:25:39  +00:00;Trace 5139;Peter;;
30453;confirmed GDPR;2021-12-02 02:48:10  +00:00;Trace 5139;Peter;;
30454;notify recruiter;2021-12-02 04:46:51  +00:00;Trace 5139;Peter;;
30455;review application;2021-12-02 06:00:42  +00:00;Trace 5139;Peter;;
30456;delete data of applicant;2021-12-02 07:26:24  +00:00;Trace 5139;Peter;;
30457;receive application;2021-12-02 00:25:27  +00:00;Trace 5140;Peter;x;1
30458;confirm GDPR;2021-12-02 01:52:20  +00:00;Trace 5140;Peter;x;1
30459;declined GDPR;2021-12-02 03:41:08  +00:00;Trace 5140;Peter;x;1, 5
30460;receive application;2021-12-02 00:20:12  +00:00;Trace 5141;Hans;;
30461;confirm GDPR;2021-12-02 02:06:17  +00:00;Trace 5141;Hans;;
30462;confirmed GDPR;2021-12-02 03:22:39  +00:00;Trace 5141;Hans;;
30463;notify recruiter;2021-12-02 04:55:41  +00:00;Trace 5141;Hans;;
30464;review application;2021-12-02 06:20:42  +00:00;Trace 5141;Hans;;
30465;delete data of applicant;2021-12-02 07:55:58  +00:00;Trace 5141;Hans;;
30466;receive application;2021-12-01 23:57:26  +00:00;Trace 5142;Hans;x;1
30467;confirm GDPR;2021-12-02 01:35:04  +00:00;Trace 5142;Hans;x;1
30468;declined GDPR;2021-12-02 03:02:02  +00:00;Trace 5142;Hans;x;1, 5
30469;receive application;2021-12-02 00:25:31  +00:00;Trace 5143;Peter;x;1
30470;confirm GDPR;2021-12-02 01:52:41  +00:00;Trace 5143;Peter;x;1
30471;declined GDPR;2021-12-02 03:37:53  +00:00;Trace 5143;Peter;x;1, 5
30472;receive application;2021-12-02 00:28:43  +00:00;Trace 5144;Julian;x;1
30473;confirm GDPR;2021-12-02 01:54:41  +00:00;Trace 5144;Julian;x;1
30474;confirmed GDPR;2021-12-02 03:24:40  +00:00;Trace 5144;Julian;x;1
30475;notify recruiter;2021-12-02 04:59:53  +00:00;Trace 5144;Julian;x;1
30476;review application;2021-12-02 06:37:57  +00:00;Trace 5144;Julian;x;1
30477;schedule interview and send invitation;2021-12-02 08:04:39  +00:00;Trace 5144;Julian;x;1
30478;await answer;2021-12-02 09:13:53  +00:00;Trace 5144;Julian;x;1, 5
30479;hold intervierw;2021-12-02 10:41:06  +00:00;Trace 5144;Julian;x;1
30480;receive application;2021-12-01 23:48:56  +00:00;Trace 5145;Peter;x;1
30481;confirm GDPR;2021-12-02 00:52:50  +00:00;Trace 5145;Peter;x;1
30482;declined GDPR;2021-12-02 01:55:33  +00:00;Trace 5145;Peter;x;1, 5
30483;receive application;2021-12-01 23:57:25  +00:00;Trace 5146;Peter;x;1
30484;confirm GDPR;2021-12-02 00:58:24  +00:00;Trace 5146;Peter;x;1
30485;declined GDPR;2021-12-02 02:39:18  +00:00;Trace 5146;Peter;x;1, 5
30486;receive application;2021-12-02 00:28:34  +00:00;Trace 5147;Julian;x;1
30487;confirm GDPR;2021-12-02 01:47:59  +00:00;Trace 5147;Julian;x;1
30488;declined GDPR;2021-12-02 03:17:21  +00:00;Trace 5147;Julian;x;1, 5
30489;receive application;2021-12-02 00:07:44  +00:00;Trace 5148;Hans;x;1
30490;confirm GDPR;2021-12-02 01:51:49  +00:00;Trace 5148;Hans;x;1
30491;confirmed GDPR;2021-12-02 02:55:10  +00:00;Trace 5148;Hans;x;1
30492;notify recruiter;2021-12-02 04:05:35  +00:00;Trace 5148;Hans;x;1
30493;review application;2021-12-02 05:55:15  +00:00;Trace 5148;Hans;x;1
30494;schedule interview and send invitation;2021-12-02 07:30:32  +00:00;Trace 5148;Hans;x;1
30495;await answer;2021-12-02 08:34:21  +00:00;Trace 5148;Hans;x;1, 5
30496;receive application;2021-12-02 00:25:31  +00:00;Trace 5149;Julian;;
30497;confirm GDPR;2021-12-02 02:16:35  +00:00;Trace 5149;Julian;;
30498;confirmed GDPR;2021-12-02 03:22:46  +00:00;Trace 5149;Julian;;
30499;notify recruiter;2021-12-02 05:01:06  +00:00;Trace 5149;Julian;;
30500;review application;2021-12-02 06:19:50  +00:00;Trace 5149;Julian;;
30501;delete data of applicant;2021-12-02 07:21:17  +00:00;Trace 5149;Julian;;
30502;receive application;2021-12-02 00:23:25  +00:00;Trace 5150;Julian;;
30503;confirm GDPR;2021-12-02 02:23:17  +00:00;Trace 5150;Julian;;
30504;confirmed GDPR;2021-12-02 03:31:50  +00:00;Trace 5150;Julian;;
30505;notify recruiter;2021-12-02 04:39:18  +00:00;Trace 5150;Julian;;
30506;review application;2021-12-02 05:50:50  +00:00;Trace 5150;Julian;;
30507;delete data of applicant;2021-12-02 07:37:50  +00:00;Trace 5150;Julian;;
30508;receive application;2021-12-02 00:05:42  +00:00;Trace 5151;Peter;x;1
30509;confirm GDPR;2021-12-02 01:48:21  +00:00;Trace 5151;Peter;x;1
30510;declined GDPR;2021-12-02 03:38:45  +00:00;Trace 5151;Peter;x;1, 5
30511;receive application;2021-12-02 00:33:28  +00:00;Trace 5152;Hans;x;1
30512;confirm GDPR;2021-12-02 02:03:38  +00:00;Trace 5152;Hans;x;1
30513;declined GDPR;2021-12-02 03:52:30  +00:00;Trace 5152;Hans;x;1, 5
30514;receive application;2021-12-01 23:50:00  +00:00;Trace 5153;Julian;;
30515;confirm GDPR;2021-12-02 00:50:27  +00:00;Trace 5153;Julian;;
30516;confirmed GDPR;2021-12-02 02:39:48  +00:00;Trace 5153;Julian;;
30517;notify recruiter;2021-12-02 04:04:25  +00:00;Trace 5153;Julian;;
30518;review application;2021-12-02 05:31:18  +00:00;Trace 5153;Julian;;
30519;delete data of applicant;2021-12-02 07:17:04  +00:00;Trace 5153;Julian;;
30520;receive application;2021-12-02 00:19:25  +00:00;Trace 5154;Hans;x;1
30521;confirm GDPR;2021-12-02 01:49:39  +00:00;Trace 5154;Hans;x;1
30522;declined GDPR;2021-12-02 03:12:32  +00:00;Trace 5154;Hans;x;1, 5
30523;receive application;2021-12-02 00:00:12  +00:00;Trace 5155;Hans;x;1
30524;confirm GDPR;2021-12-02 01:49:24  +00:00;Trace 5155;Hans;x;1
30525;declined GDPR;2021-12-02 03:20:17  +00:00;Trace 5155;Hans;x;1, 5
30526;receive application;2021-12-02 00:22:58  +00:00;Trace 5156;Hans;x;1
30527;confirm GDPR;2021-12-02 02:09:20  +00:00;Trace 5156;Hans;x;1
30528;confirmed GDPR;2021-12-02 03:23:40  +00:00;Trace 5156;Hans;x;1
30529;notify recruiter;2021-12-02 04:40:59  +00:00;Trace 5156;Hans;x;1
30530;review application;2021-12-02 05:55:14  +00:00;Trace 5156;Hans;x;1
30531;schedule interview and send invitation;2021-12-02 07:35:34  +00:00;Trace 5156;Hans;x;1
30532;await answer;2021-12-02 08:37:31  +00:00;Trace 5156;Hans;x;1, 5
30533;hold intervierw;2021-12-02 10:23:36  +00:00;Trace 5156;Hans;x;1
30534;"reject application/
ask for permission to save data";2021-12-02 11:49:58  +00:00;Trace 5156;Hans;x;1
30535;await answer;2021-12-02 13:23:41  +00:00;Trace 5156;Hans;x;1, 5
30536;"decline premission/
delete data";2021-12-02 15:14:18  +00:00;Trace 5156;Hans;x;1, 5
30537;receive application;2021-12-02 00:13:38  +00:00;Trace 5157;Hans;x;1
30538;confirm GDPR;2021-12-02 01:44:47  +00:00;Trace 5157;Hans;x;1
30539;confirmed GDPR;2021-12-02 03:08:06  +00:00;Trace 5157;Hans;x;1
30540;notify recruiter;2021-12-02 04:25:36  +00:00;Trace 5157;Hans;x;1
30541;review application;2021-12-02 06:15:35  +00:00;Trace 5157;Hans;x;1
30542;schedule interview and send invitation;2021-12-02 07:38:12  +00:00;Trace 5157;Hans;x;1
30543;await answer;2021-12-02 08:49:04  +00:00;Trace 5157;Hans;x;1, 5
30544;receive application;2021-12-01 23:58:00  +00:00;Trace 5158;Julian;x;1
30545;confirm GDPR;2021-12-02 01:16:03  +00:00;Trace 5158;Julian;x;1
30546;declined GDPR;2021-12-02 03:06:37  +00:00;Trace 5158;Julian;x;1, 5
30547;receive application;2021-12-02 00:34:41  +00:00;Trace 5159;Peter;x;1
30548;confirm GDPR;2021-12-02 02:12:01  +00:00;Trace 5159;Peter;x;1
30549;confirmed GDPR;2021-12-02 03:28:21  +00:00;Trace 5159;Peter;x;1
30550;notify recruiter;2021-12-02 04:34:27  +00:00;Trace 5159;Peter;x;1
30551;review application;2021-12-02 05:59:20  +00:00;Trace 5159;Peter;x;1
30552;schedule interview and send invitation;2021-12-02 07:52:19  +00:00;Trace 5159;Peter;x;1
30553;await answer;2021-12-02 09:31:46  +00:00;Trace 5159;Peter;x;1, 5
30554;hold intervierw;2021-12-02 10:47:02  +00:00;Trace 5159;Peter;x;1
30555;"reject application/
ask for permission to save data";2021-12-02 12:23:01  +00:00;Trace 5159;Peter;x;1
30556;await answer;2021-12-02 13:45:52  +00:00;Trace 5159;Peter;x;1, 5
30557;"receive permission/
save data";2021-12-02 15:19:08  +00:00;Trace 5159;Peter;x;1, 5
30558;receive application;2021-12-02 00:34:57  +00:00;Trace 5160;Peter;x;1
30559;confirm GDPR;2021-12-02 01:45:33  +00:00;Trace 5160;Peter;x;1
30560;confirmed GDPR;2021-12-02 03:10:30  +00:00;Trace 5160;Peter;x;1
30561;notify recruiter;2021-12-02 04:53:07  +00:00;Trace 5160;Peter;x;1
30562;review application;2021-12-02 06:25:49  +00:00;Trace 5160;Peter;x;1
30563;schedule interview and send invitation;2021-12-02 08:19:50  +00:00;Trace 5160;Peter;x;1
30564;await answer;2021-12-02 10:04:22  +00:00;Trace 5160;Peter;x;1, 5
30565;hold intervierw;2021-12-02 11:08:20  +00:00;Trace 5160;Peter;x;1
30566;receive application;2021-12-01 23:56:36  +00:00;Trace 5161;Julian;x;1
30567;confirm GDPR;2021-12-02 01:13:19  +00:00;Trace 5161;Julian;x;1
30568;confirmed GDPR;2021-12-02 02:24:27  +00:00;Trace 5161;Julian;x;1
30569;notify recruiter;2021-12-02 04:19:03  +00:00;Trace 5161;Julian;x;1
30570;review application;2021-12-02 05:38:29  +00:00;Trace 5161;Julian;x;1
30571;schedule interview and send invitation;2021-12-02 06:54:45  +00:00;Trace 5161;Julian;x;1
30572;await answer;2021-12-02 08:54:24  +00:00;Trace 5161;Julian;x;1, 5
30573;receive application;2021-12-02 00:07:12  +00:00;Trace 5162;Peter;x;1
30574;confirm GDPR;2021-12-02 02:04:40  +00:00;Trace 5162;Peter;x;1
30575;confirmed GDPR;2021-12-02 03:35:08  +00:00;Trace 5162;Peter;x;1
30576;notify recruiter;2021-12-02 04:58:14  +00:00;Trace 5162;Peter;x;1
30577;review application;2021-12-02 06:21:46  +00:00;Trace 5162;Peter;x;1
30578;schedule interview and send invitation;2021-12-02 07:31:25  +00:00;Trace 5162;Peter;x;1
30579;await answer;2021-12-02 09:19:32  +00:00;Trace 5162;Peter;x;1, 5
30580;hold intervierw;2021-12-02 11:10:34  +00:00;Trace 5162;Peter;x;1
30581;receive application;2021-12-02 00:28:55  +00:00;Trace 5163;Julian;x;1
30582;confirm GDPR;2021-12-02 02:24:35  +00:00;Trace 5163;Julian;x;1
30583;declined GDPR;2021-12-02 03:56:04  +00:00;Trace 5163;Julian;x;1, 5
30584;receive application;2021-12-02 00:04:04  +00:00;Trace 5164;Peter;;
30585;confirm GDPR;2021-12-02 01:57:54  +00:00;Trace 5164;Peter;;
30586;confirmed GDPR;2021-12-02 03:29:21  +00:00;Trace 5164;Peter;;
30587;notify recruiter;2021-12-02 04:45:38  +00:00;Trace 5164;Peter;;
30588;review application;2021-12-02 06:17:25  +00:00;Trace 5164;Peter;;
30589;delete data of applicant;2021-12-02 07:37:18  +00:00;Trace 5164;Peter;;
30590;receive application;2021-12-02 00:09:22  +00:00;Trace 5165;Peter;x;1
30591;confirm GDPR;2021-12-02 01:24:27  +00:00;Trace 5165;Peter;x;1
30592;declined GDPR;2021-12-02 03:11:26  +00:00;Trace 5165;Peter;x;1, 5
30593;receive application;2021-12-02 00:38:07  +00:00;Trace 5166;Hans;x;1
30594;confirm GDPR;2021-12-02 02:31:55  +00:00;Trace 5166;Hans;x;1
30595;confirmed GDPR;2021-12-02 03:49:54  +00:00;Trace 5166;Hans;x;1
30596;notify recruiter;2021-12-02 04:59:22  +00:00;Trace 5166;Hans;x;1
30597;review application;2021-12-02 06:04:53  +00:00;Trace 5166;Hans;x;1
30598;schedule interview and send invitation;2021-12-02 07:25:32  +00:00;Trace 5166;Hans;x;1
30599;await answer;2021-12-02 08:38:31  +00:00;Trace 5166;Hans;x;1, 5
30600;hold intervierw;2021-12-02 09:59:40  +00:00;Trace 5166;Hans;x;1
30601;receive application;2021-12-02 00:39:04  +00:00;Trace 5167;Julian;;
30602;confirm GDPR;2021-12-02 02:24:43  +00:00;Trace 5167;Julian;;
30603;confirmed GDPR;2021-12-02 03:49:44  +00:00;Trace 5167;Julian;;
30604;notify recruiter;2021-12-02 05:13:04  +00:00;Trace 5167;Julian;;
30605;review application;2021-12-02 06:42:44  +00:00;Trace 5167;Julian;;
30606;delete data of applicant;2021-12-02 08:14:38  +00:00;Trace 5167;Julian;;
30607;receive application;2021-12-01 23:41:07  +00:00;Trace 5168;Julian;x;1
30608;confirm GDPR;2021-12-02 01:25:41  +00:00;Trace 5168;Julian;x;1
30609;declined GDPR;2021-12-02 02:26:09  +00:00;Trace 5168;Julian;x;1, 5
30610;receive application;2021-12-01 23:42:49  +00:00;Trace 5169;Hans;x;1
30611;confirm GDPR;2021-12-02 01:13:25  +00:00;Trace 5169;Hans;x;1
30612;confirmed GDPR;2021-12-02 02:54:43  +00:00;Trace 5169;Hans;x;1
30613;notify recruiter;2021-12-02 04:04:17  +00:00;Trace 5169;Hans;x;1
30614;review application;2021-12-02 05:21:13  +00:00;Trace 5169;Hans;x;1
30615;schedule interview and send invitation;2021-12-02 06:37:09  +00:00;Trace 5169;Hans;x;1
30616;await answer;2021-12-02 07:40:41  +00:00;Trace 5169;Hans;x;1, 5
30617;hold intervierw;2021-12-02 09:23:56  +00:00;Trace 5169;Hans;x;1
30618;receive application;2021-12-02 00:10:37  +00:00;Trace 5170;Julian;;
30619;confirm GDPR;2021-12-02 01:53:59  +00:00;Trace 5170;Julian;;
30620;confirmed GDPR;2021-12-02 03:49:13  +00:00;Trace 5170;Julian;;
30621;notify recruiter;2021-12-02 05:05:55  +00:00;Trace 5170;Julian;;
30622;review application;2021-12-02 06:17:20  +00:00;Trace 5170;Julian;;
30623;delete data of applicant;2021-12-02 07:59:52  +00:00;Trace 5170;Julian;;
30624;receive application;2021-12-01 23:46:46  +00:00;Trace 5171;Peter;x;1
