ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
26988;review application;1970-01-01 04:00:00+00:00;Trace 6882;Peter;;
26989;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6882;Peter;;
26990;receive application;1970-01-01 00:00:00+00:00;Trace 4268;Julian;;
26991;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4268;Julian;;
26992;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4268;Julian;;
26993;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4268;Julian;;
26994;review application;1970-01-01 04:00:00+00:00;Trace 4268;Julian;;
26995;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 4268;Julian;;
26996;receive application;1970-01-01 00:00:00+00:00;Trace 6480;Kevin;x;2
26997;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6480;Kevin;x;2
26998;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6480;Kevin;x;2
26999;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6480;Kevin;x;2
27000;review application;1970-01-01 04:00:00+00:00;Trace 6480;Kevin;x;2
27001;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6480;Kevin;x;2
27002;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6480;Kevin;x;2
27003;hold intervierw;1970-01-01 07:00:00+00:00;Trace 6480;Kevin;x;2
27004;send to assessment center;1970-01-01 08:00:00+00:00;Trace 6480;Kevin;x;2
27005;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 6480;Kevin;x;2
27006;receive application;1970-01-01 00:00:00+00:00;Trace 6196;Hans;x;1
27007;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6196;Hans;x;1
27008;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6196;Hans;x;1
27009;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6196;Hans;x;1
27010;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6196;Hans;x;1
27011;review application;1970-01-01 04:00:00+00:00;Trace 6196;Hans;x;1
27012;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6196;Hans;x;1
27013;receive application;1970-01-01 00:00:00+00:00;Trace 7218;Hans;;
27014;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7218;Hans;;
27015;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7218;Hans;;
27016;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7218;Hans;;
27017;review application;1970-01-01 04:00:00+00:00;Trace 7218;Hans;;
27018;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7218;Hans;;
27019;receive application;1970-01-01 00:00:00+00:00;Trace 4224;Kevin;x;2
27020;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4224;Kevin;x;2
27021;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4224;Kevin;x;2
27022;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4224;Kevin;x;2
27023;review application;1970-01-01 04:00:00+00:00;Trace 4224;Kevin;x;2
27024;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 4224;Kevin;x;2
27025;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 4224;Kevin;x;2
27026;hold intervierw;1970-01-01 07:00:00+00:00;Trace 4224;Kevin;x;2
27027;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 4224;Kevin;x;2
27028;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 4224;Kevin;x;2
27029;receive permission;1970-01-01 10:00:00+00:00;Trace 4224;Kevin;x;2
27030;save data;1970-01-01 11:00:00+00:00;Trace 4224;Kevin;x;2
27031;receive application;1970-01-01 00:00:00+00:00;Trace 7252;Hans;;
27032;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7252;Hans;;
27033;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7252;Hans;;
27034;receive application;1970-01-01 00:00:00+00:00;Trace 7397;Peter;;
27035;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7397;Peter;;
27036;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7397;Peter;;
27037;receive application;1970-01-01 00:00:00+00:00;Trace 4339;Peter;x;1
27038;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4339;Peter;x;1
27039;kne853cvgbb17;1970-01-01 01:00:00+00:00;Trace 4339;Peter;x;1, 5
27040;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4339;Peter;x;1
27041;receive application;1970-01-01 00:00:00+00:00;Trace 5492;Kevin;x;2
27042;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5492;Kevin;x;2
27043;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5492;Kevin;x;2
27044;receive application;1970-01-01 00:00:00+00:00;Trace 5969;Kevin;x;2
27045;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5969;Kevin;x;2
27046;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5969;Kevin;x;2
27047;receive application;1970-01-01 00:00:00+00:00;Trace 6128;Hans;x;1
27048;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6128;Hans;x;1
27049;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6128;Hans;x;1
27050;cg7fkbhuf4jc5;1970-01-01 02:00:00+00:00;Trace 6128;Hans;x;1, 5
27051;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6128;Hans;x;1
27052;review application;1970-01-01 04:00:00+00:00;Trace 6128;Hans;x;1
27053;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6128;Hans;x;1
27054;receive application;1970-01-01 00:00:00+00:00;Trace 7131;Julian;;
27055;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7131;Julian;;
27056;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7131;Julian;;
27057;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7131;Julian;;
27058;review application;1970-01-01 04:00:00+00:00;Trace 7131;Julian;;
27059;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7131;Julian;;
27060;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7131;Julian;;
27061;hold intervierw;1970-01-01 07:00:00+00:00;Trace 7131;Julian;;
27062;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 7131;Julian;;
27063;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 7131;Julian;;
27064;decline permission;1970-01-01 10:00:00+00:00;Trace 7131;Julian;;
27065;delete data;1970-01-01 11:00:00+00:00;Trace 7131;Julian;;
27066;receive application;1970-01-01 00:00:00+00:00;Trace 7499;Hans;;
27067;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7499;Hans;;
27068;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7499;Hans;;
27069;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7499;Hans;;
27070;review application;1970-01-01 04:00:00+00:00;Trace 7499;Hans;;
27071;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 7499;Hans;;
27072;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 7499;Hans;;
27073;hold intervierw;1970-01-01 07:00:00+00:00;Trace 7499;Hans;;
27074;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 7499;Hans;;
27075;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 7499;Hans;;
27076;decline permission;1970-01-01 10:00:00+00:00;Trace 7499;Hans;;
27077;delete data;1970-01-01 11:00:00+00:00;Trace 7499;Hans;;
27078;receive application;1970-01-01 00:00:00+00:00;Trace 7036;Julian;;
27079;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7036;Julian;;
27080;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7036;Julian;;
27081;receive application;1970-01-01 00:00:00+00:00;Trace 4533;Peter;;
27082;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4533;Peter;;
27083;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4533;Peter;;
27084;receive application;1970-01-01 00:00:00+00:00;Trace 5629;Julian;;
27085;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5629;Julian;;
27086;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5629;Julian;;
27087;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5629;Julian;;
27088;review application;1970-01-01 04:00:00+00:00;Trace 5629;Julian;;
27089;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5629;Julian;;
27090;receive application;1970-01-01 00:00:00+00:00;Trace 4943;Julian;;
27091;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4943;Julian;;
27092;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4943;Julian;;
27093;receive application;1970-01-01 00:00:00+00:00;Trace 6064;Hans;;
27094;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6064;Hans;;
27095;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6064;Hans;;
27096;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6337;Kevin;x;1, 2
27097;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6337;Kevin;x;1, 2
27098;receive application;1970-01-01 00:00:00+00:00;Trace 4141;Peter;;
27099;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4141;Peter;;
27100;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4141;Peter;;
27101;receive application;1970-01-01 00:00:00+00:00;Trace 5618;Julian;x;1
27102;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5618;Julian;x;1
27103;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5618;Julian;x;1
27104;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5618;Julian;x;1
27105;review application;1970-01-01 04:00:00+00:00;Trace 5618;Julian;x;1
27106;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5618;Julian;x;1
27107;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5618;Julian;x;1
27108;receive application;1970-01-01 00:00:00+00:00;Trace 5114;Julian;;
27109;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5114;Julian;;
27110;decline GDPR;1970-01-01 02:00:00+00:00;Trace 5114;Julian;;
27111;receive application;1970-01-01 00:00:00+00:00;Trace 5181;Peter;;
27112;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5181;Peter;;
27113;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5181;Peter;;
27114;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5181;Peter;;
27115;review application;1970-01-01 04:00:00+00:00;Trace 5181;Peter;;
27116;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5181;Peter;;
27117;receive application;1970-01-01 00:00:00+00:00;Trace 7768;Julian;;
27118;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7768;Julian;;
27119;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7768;Julian;;
27120;receive application;1970-01-01 00:00:00+00:00;Trace 7359;Julian;;
27121;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7359;Julian;;
27122;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7359;Julian;;
27123;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7359;Julian;;
27124;review application;1970-01-01 04:00:00+00:00;Trace 7359;Julian;;
27125;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7359;Julian;;
27126;receive application;1970-01-01 00:00:00+00:00;Trace 5168;Kevin;x;2
27127;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5168;Kevin;x;2
27128;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5168;Kevin;x;2
27129;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5168;Kevin;x;2
27130;review application;1970-01-01 04:00:00+00:00;Trace 5168;Kevin;x;2
27131;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5168;Kevin;x;2
27132;receive application;1970-01-01 00:00:00+00:00;Trace 4212;Kevin;x;2
27133;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4212;Kevin;x;2
27134;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4212;Kevin;x;2
27135;receive application;1970-01-01 00:00:00+00:00;Trace 7070;Peter;;
27136;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7070;Peter;;
27137;decline GDPR;1970-01-01 02:00:00+00:00;Trace 7070;Peter;;
27138;receive application;1970-01-01 00:00:00+00:00;Trace 4902;Julian;;
27139;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4902;Julian;;
27140;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4902;Julian;;
27141;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4902;Julian;;
27142;review application;1970-01-01 04:00:00+00:00;Trace 4902;Julian;;
27143;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 4902;Julian;;
27144;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 4902;Julian;;
27145;hold intervierw;1970-01-01 07:00:00+00:00;Trace 4902;Julian;;
27146;send to assessment center;1970-01-01 08:00:00+00:00;Trace 4902;Julian;;
27147;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 4902;Julian;;
27148;receive application;1970-01-01 00:00:00+00:00;Trace 6933;Julian;;
27149;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6933;Julian;;
27150;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6933;Julian;;
27151;receive application;1970-01-01 00:00:00+00:00;Trace 4640;Hans;;
27152;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4640;Hans;;
27153;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4640;Hans;;
27154;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4640;Hans;;
27155;review application;1970-01-01 04:00:00+00:00;Trace 4640;Hans;;
27156;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 4640;Hans;;
27157;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 4640;Hans;;
27158;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 4640;Hans;;
27159;receive application;1970-01-01 00:00:00+00:00;Trace 4454;Julian;x;1
27160;receive application;1970-01-01 00:00:00+00:00;Trace 4454;Julian;x;1
27161;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4454;Julian;x;1
27162;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4454;Julian;x;1
27163;receive application;1970-01-01 00:00:00+00:00;Trace 4988;Julian;;
27164;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4988;Julian;;
27165;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4988;Julian;;
27166;receive application;1970-01-01 00:00:00+00:00;Trace 7392;Julian;;
27167;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7392;Julian;;
27168;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7392;Julian;;
27169;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7392;Julian;;
27170;review application;1970-01-01 04:00:00+00:00;Trace 7392;Julian;;
27171;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7392;Julian;;
27172;receive application;1970-01-01 00:00:00+00:00;Trace 6436;Peter;;
27173;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6436;Peter;;
27174;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6436;Peter;;
27175;receive application;1970-01-01 00:00:00+00:00;Trace 7367;Peter;;
27176;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 7367;Peter;;
27177;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 7367;Peter;;
27178;notify recruiter;1970-01-01 03:00:00+00:00;Trace 7367;Peter;;
27179;review application;1970-01-01 04:00:00+00:00;Trace 7367;Peter;;
27180;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 7367;Peter;;
27181;receive application;1970-01-01 00:00:00+00:00;Trace 5581;Kevin;x;2
27182;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5581;Kevin;x;2
27183;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5581;Kevin;x;2
27184;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5581;Kevin;x;2
27185;review application;1970-01-01 04:00:00+00:00;Trace 5581;Kevin;x;2
27186;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5581;Kevin;x;2
27187;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5581;Kevin;x;2
27188;hold intervierw;1970-01-01 07:00:00+00:00;Trace 5581;Kevin;x;2
27189;send to assessment center;1970-01-01 08:00:00+00:00;Trace 5581;Kevin;x;2
27190;decline applicant in assesment center;1970-01-01 09:00:00+00:00;Trace 5581;Kevin;x;2
27191;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6841;Kevin;x;1, 2
27192;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6841;Kevin;x;1, 2
27193;receive application;1970-01-01 00:00:00+00:00;Trace 5986;Hans;;
27194;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5986;Hans;;
27195;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5986;Hans;;
27196;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5986;Hans;;
27197;review application;1970-01-01 04:00:00+00:00;Trace 5986;Hans;;
27198;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5986;Hans;;
27199;receive application;1970-01-01 00:00:00+00:00;Trace 5966;Julian;;
27200;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5966;Julian;;
27201;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5966;Julian;;
27202;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5966;Julian;;
27203;review application;1970-01-01 04:00:00+00:00;Trace 5966;Julian;;
27204;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5966;Julian;;
27205;receive application;1970-01-01 00:00:00+00:00;Trace 6912;Julian;;
27206;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6912;Julian;;
27207;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6912;Julian;;
27208;receive application;1970-01-01 00:00:00+00:00;Trace 4326;Kevin;x;1, 2
27209;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4326;Kevin;x;1, 2
27210;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 4326;Kevin;x;1, 2
27211;notify recruiter;1970-01-01 03:00:00+00:00;Trace 4326;Kevin;x;1, 2
27212;review application;1970-01-01 04:00:00+00:00;Trace 4326;Kevin;x;1, 2
27213;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 4326;Kevin;x;1, 2
27214;inedp067s2hol;1970-01-01 05:00:00+00:00;Trace 4326;Kevin;x;1, 5, 2
27215;receive application;1970-01-01 00:00:00+00:00;Trace 5442;Kevin;x;2
27216;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5442;Kevin;x;2
27217;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5442;Kevin;x;2
27218;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5442;Kevin;x;2
27219;review application;1970-01-01 04:00:00+00:00;Trace 5442;Kevin;x;2
27220;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 5442;Kevin;x;2
27221;receive application;1970-01-01 00:00:00+00:00;Trace 5710;Hans;x;1
27222;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 5710;Hans;x;1
27223;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 5710;Hans;x;1
27224;notify recruiter;1970-01-01 03:00:00+00:00;Trace 5710;Hans;x;1
27225;review application;1970-01-01 04:00:00+00:00;Trace 5710;Hans;x;1
27226;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 5710;Hans;x;1
27227;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 5710;Hans;x;1
27228;vqc890f6891j2;1970-01-01 07:00:00+00:00;Trace 5710;Hans;x;1, 5
27229;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 5710;Hans;x;1
27230;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 5710;Hans;x;1
27231;decline permission;1970-01-01 10:00:00+00:00;Trace 5710;Hans;x;1
27232;delete data;1970-01-01 11:00:00+00:00;Trace 5710;Hans;x;1
27233;receive application;1970-01-01 00:00:00+00:00;Trace 4748;Hans;;
27234;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4748;Hans;;
27235;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4748;Hans;;
27236;receive application;1970-01-01 00:00:00+00:00;Trace 6156;Hans;;
27237;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6156;Hans;;
27238;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6156;Hans;;
27239;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6156;Hans;;
27240;review application;1970-01-01 04:00:00+00:00;Trace 6156;Hans;;
27241;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 6156;Hans;;
27242;receive application;1970-01-01 00:00:00+00:00;Trace 6307;Peter;;
27243;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6307;Peter;;
27244;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6307;Peter;;
27245;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6307;Peter;;
27246;review application;1970-01-01 04:00:00+00:00;Trace 6307;Peter;;
27247;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6307;Peter;;
27248;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6307;Peter;;
27249;hold intervierw;1970-01-01 07:00:00+00:00;Trace 6307;Peter;;
27250;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 6307;Peter;;
27251;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 6307;Peter;;
27252;receive permission;1970-01-01 10:00:00+00:00;Trace 6307;Peter;;
27253;save data;1970-01-01 11:00:00+00:00;Trace 6307;Peter;;
27254;receive application;1970-01-01 00:00:00+00:00;Trace 6336;Peter;;
27255;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6336;Peter;;
27256;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6336;Peter;;
27257;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6336;Peter;;
27258;review application;1970-01-01 04:00:00+00:00;Trace 6336;Peter;;
27259;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 6336;Peter;;
27260;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 6336;Peter;;
27261;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 6336;Peter;;
27262;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6472;Julian;x;1
27263;decline GDPR;1970-01-01 02:00:00+00:00;Trace 6472;Julian;x;1
27264;receive application;1970-01-01 00:00:00+00:00;Trace 4656;Hans;;
27265;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 4656;Hans;;
27266;decline GDPR;1970-01-01 02:00:00+00:00;Trace 4656;Hans;;
27267;receive application;1970-01-01 00:00:00+00:00;Trace 6446;Julian;x;1
27268;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 6446;Julian;x;1
27269;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 6446;Julian;x;1
27270;notify recruiter;1970-01-01 03:00:00+00:00;Trace 6446;Julian;x;1
